0 	 1316799423 	 1544
1 	 1316800840 	 1469
2 	 1316815267 	 1534
3 	 1316855179 	 1748
4 	 1316860173 	 1506
5 	 1316973520 	 1504
6 	 1316974969 	 1504
7 	 1317004612 	 1541
8 	 1317017941 	 1586
9 	 1317158390 	 1600
10 	 1317166961 	 1680
11 	 1317170337 	 1680
12 	 1317185609 	 1655
13 	 1317279694 	 1658
14 	 1317281208 	 1646
15 	 1317287422 	 1681
16 	 1317287857 	 1684
17 	 1317704670 	 1684
18 	 1317880666 	 1542
19 	 1317885273 	 1515
20 	 1317955544 	 1595
21 	 1317959816 	 1573
22 	 1317960151 	 1573
23 	 1317966258 	 1707
24 	 1317968985 	 1729
25 	 1318043433 	 1767
26 	 1318048008 	 1767
27 	 1318050238 	 1998
28 	 1318053690 	 2012
29 	 1318290460 	 2011
30 	 1318306483 	 2069
31 	 1318312399 	 2069
32 	 1318323836 	 2144
33 	 1318366133 	 2175
34 	 1318368226 	 2165
35 	 1318372583 	 2258
36 	 1318393264 	 2308
37 	 1318633651 	 2267
38 	 1318633762 	 2267
39 	 1318695020 	 2334
40 	 1318696757 	 2381
41 	 1318741824 	 2344
42 	 1318967920 	 2556
43 	 1319005622 	 2628
44 	 1319023542 	 2628
45 	 1319023794 	 2628
46 	 1319590138 	 2631
47 	 1320207355 	 2631
48 	 1320207449 	 2616
49 	 1320234094 	 2662
50 	 1320305040 	 2709
51 	 1320314033 	 2685
52 	 1320390233 	 2685
53 	 1320394439 	 2687
54 	 1321700830 	 2705
55 	 1322028359 	 2705
56 	 1322722363 	 2705
57 	 1322886176 	 2705
58 	 1326522629 	 2705
59 	 1326674373 	 2705
60 	 1326926861 	 2511
61 	 1326931099 	 2511
62 	 1326931365 	 2511
63 	 1326932210 	 2511
64 	 1326933280 	 2511
65 	 1326933439 	 2511
66 	 1326934847 	 2511
67 	 1326935009 	 2511
68 	 1326935591 	 2511
69 	 1326936565 	 2748
70 	 1327033810 	 2748
71 	 1327241839 	 3470
72 	 1327393183 	 3638
73 	 1330214392 	 3638
74 	 1330218129 	 3534
75 	 1333749668 	 3560
76 	 1340683009 	 3560
77 	 1340759472 	 3562
78 	 1340761321 	 3562
79 	 1340767719 	 3562
80 	 1346454668 	 3562
81 	 1350088760 	 3562
82 	 1350088999 	 3562
83 	 1351388595 	 3562
84 	 1351423291 	 3630
85 	 1351468333 	 3689
86 	 1351476145 	 3689
87 	 1351477837 	 3706
88 	 1351548358 	 3733
89 	 1351557065 	 3738
90 	 1351572970 	 3738
91 	 1351573365 	 3738
92 	 1351676669 	 3738
93 	 1351851226 	 3738
94 	 1351851358 	 3738
95 	 1351886684 	 3738
96 	 1351888836 	 3738
97 	 1351891180 	 3738
98 	 1351893399 	 3738
99 	 1351894751 	 3738
100 	 1351984604 	 3738
101 	 1351984938 	 3738
102 	 1351987054 	 3738
103 	 1352327064 	 3747
104 	 1352684960 	 3837
105 	 1352687154 	 3848
106 	 1352691290 	 3908
107 	 1352801021 	 3898
108 	 1354843467 	 3898
109 	 1355877499 	 3898
110 	 1355877985 	 3906
111 	 1357166017 	 3906
112 	 1357260483 	 3906
113 	 1357239197 	 3906
114 	 1358712671 	 3906
115 	 1358712707 	 3906
116 	 1358712869 	 3913
117 	 1358717594 	 3921
118 	 1358782355 	 3946
119 	 1361476726 	 4229
120 	 1366207571 	 4229
121 	 1366208867 	 4229
122 	 1366209281 	 4229
123 	 1370196656 	 4229
124 	 1370198482 	 4229
125 	 1370214774 	 4229
126 	 1370215059 	 4229
127 	 1370225774 	 4229
128 	 1370227168 	 4229
129 	 1370227472 	 4229
130 	 1370231325 	 4229
131 	 1370241414 	 4229
132 	 1370242140 	 4229
133 	 1375366543 	 4229
134 	 1375446426 	 4239
135 	 1375448384 	 4239
136 	 1375448492 	 4239
137 	 1375501348 	 4247
138 	 1375501570 	 4247
139 	 1375501673 	 4247
140 	 1375504248 	 4245
141 	 1375504400 	 4245
142 	 1375504455 	 4245
143 	 1375504503 	 4245
144 	 1375543151 	 4245
145 	 1375543627 	 4245
146 	 1375561915 	 4264
147 	 1375569962 	 4264
148 	 1375570963 	 4264
149 	 1375571294 	 4264
150 	 1375619011 	 4266
151 	 1375624733 	 4266
152 	 1375624987 	 4266
153 	 1375625239 	 4266
154 	 1375628537 	 4266
155 	 1375631655 	 4266
156 	 1375636031 	 4266
157 	 1375640526 	 4266
158 	 1375641011 	 4266
159 	 1375667694 	 4266
160 	 1375668207 	 4266
161 	 1375792794 	 4266
162 	 1378935667 	 4266
163 	 1378990660 	 4266
164 	 1379981801 	 4266
165 	 1379987970 	 4266
166 	 1380002931 	 4266
167 	 1380003182 	 4266
168 	 1380003449 	 4266
169 	 1380071853 	 4266
170 	 1380072514 	 4266
171 	 1380148016 	 4269
172 	 1380148055 	 4269
173 	 1380200421 	 4269
174 	 1380200455 	 4269
175 	 1380201475 	 4269
176 	 1380217384 	 4269
177 	 1380552723 	 4269
178 	 1380750243 	 4274
179 	 1380805918 	 4274
180 	 1380751523 	 4274
181 	 1380806199 	 4274
182 	 1382373534 	 4274
183 	 1382377028 	 4297
184 	 1382381703 	 4297
185 	 1382382143 	 4333
186 	 1382393533 	 4331
187 	 1382394657 	 4308
188 	 1382394829 	 4308
189 	 1382397550 	 4308
190 	 1382397944 	 4303
191 	 1382401015 	 4303
192 	 1382401320 	 4303
193 	 1382401603 	 4304
194 	 1382402668 	 4312
195 	 1382402710 	 4312
196 	 1382409454 	 4308
197 	 1382433459 	 4309
198 	 1382433599 	 4317
199 	 1382549421 	 4317
200 	 1382551649 	 4317
201 	 1386891047 	 4317
202 	 1386891339 	 4317
203 	 1386892866 	 4317
204 	 1386892884 	 4317
205 	 1386892918 	 4317
206 	 1386893292 	 4317
207 	 1386893538 	 4317
208 	 1386894285 	 4317
209 	 1386905451 	 4317
210 	 1386905915 	 4317
211 	 1386941187 	 4317
212 	 1386941755 	 4317
213 	 1386942220 	 4317
214 	 1386942515 	 4317
215 	 1386942835 	 4317
216 	 1386943581 	 4317
217 	 1386943862 	 4317
218 	 1386945109 	 4317
219 	 1386945161 	 4317
220 	 1386945589 	 4317
221 	 1386945723 	 4317
222 	 1386945840 	 4317
223 	 1386946185 	 4317
224 	 1386946606 	 4317
225 	 1386946642 	 4317
226 	 1386946887 	 4317
227 	 1386946901 	 4317
228 	 1386990859 	 4317
229 	 1386991089 	 4317
230 	 1386993423 	 4335
231 	 1386993493 	 4128
232 	 1386950082 	 4317
233 	 1386993600 	 4128
234 	 1386994365 	 4132
235 	 1387139607 	 4132
236 	 1387203878 	 4132
237 	 1387209128 	 4132
238 	 1387209153 	 4132
239 	 1387209670 	 4132
240 	 1387228103 	 4132
241 	 1387230810 	 4133
242 	 1387231139 	 4133
